,windgust,winddir,windspeed
0,39.34805700510672,103.89180082012004,36.49919289751169
1,41.87615439828957,96.57407216997436,47.452484633736816
2,39.356866271600396,94.75144139862063,37.21064712026354
3,39.522262011872556,97.49522559929409,40.1958850747793
4,35.40974639110043,101.30194471023438,44.98987755105006
5,36.649158505731194,92.84496113520312,44.5629606393416
6,33.34524193270741,136.01790273892072,49.70206119183664
7,42.42458879139562,101.31013716053627,51.55602850106813
8,43.04646192826844,102.2215354178202,45.823244637065244
9,37.56381877292572,88.86045401391085,46.34865442058071
10,33.00572105635231,89.55096392187022,39.92150716900786
11,38.16284889449601,95.55898969340726,38.12695362560492
12,35.84610342302954,84.999418483917,37.41845265690769
13,26.50532807359941,94.12152247425237,37.62250190798326
14,35.42206057108973,125.4510388280057,47.57257482678756
15,31.62809507414229,103.31759529332504,45.492622826704554
16,32.246390474249814,86.95407556418208,40.19077103197991
17,34.762016295215346,140.9037285623134,54.327263840216915
18,31.792168249871523,77.71829540650748,49.13795796879349
19,36.32628361934255,91.97247228133273,57.85349144623929
20,34.966130523580524,91.99588942973898,53.50588939589041
21,31.942346275918055,92.06403356837723,48.821146187232
22,31.733818017755116,100.44419989914716,51.26483448142221
23,31.766076377086108,99.08160125760668,49.47028622112134
24,28.509135511282096,87.6876313526294,43.895535789203585
25,29.664396814089763,90.8310934755452,45.19267470693612
26,34.192914188346265,119.60740664735306,53.39983640502767
27,33.15362746621234,129.6967406805558,51.842568107794335
28,32.48669551850877,100.41060138186863,47.842747383314865
29,30.63611058937283,79.60573177461342,44.347087805843444
30,33.92210793977959,116.99562507798893,52.87192243113316
31,34.02138719859451,93.514689211862,51.09112080240671
32,31.81234734298638,79.68353637487932,46.18794245574838
33,30.341462941967663,87.21644707226072,45.92600625534117
34,31.381447358007893,102.81503819026852,47.43884894730577
35,30.022738981950837,103.58491542022767,47.24456815194929
36,30.148260458365993,88.61894247321938,44.325226329496424
37,30.243933790762828,90.31172527504839,46.44528235735861
38,31.048125856126603,73.92463922860635,41.16417202134308
39,32.527800730537145,109.08500927304769,45.24551101069313
40,30.881259555634443,129.26822343904263,47.604157210935085
41,33.08263652396193,89.46750037471949,50.31399762098076
42,34.67706442742576,101.30881121482267,54.552292289594575
43,35.38838333256882,79.00031916834475,56.00616499630413
44,35.01124806285456,100.99262051733305,54.7158993943588
45,32.963100650487014,99.67560125969754,50.42720921514224
